strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw,flowering_time_days_clean,height_indoor_cm_clean,height_outdoor_cm_clean,yield_indoor_g_m2_clean,yield_outdoor_g_plant_clean,total_grow_time_days_clean,ruderalis_percentage_clean,filial_type_clean,breeding_status_clean,strain_name_normalized,aka_names_clean,strain_name_no_aka,similar_spelling_clean,is_autoflower_clean,autoflower_seed_to_harvest_days_min_clean,autoflower_seed_to_harvest_days_max_clean,strain_name_extracted,strain_name_base,generation_extracted,phenotype_marker_extracted,strain_name_validated,breeder_validated,validation_confidence,validation_reasoning,validation_changes,flagged_for_review,validation_attempted
a0b95412-0b12-4d88-8f95-54df88972f95,attitude,Advanced,,,,,,,,,Our fantastic range of feminised marijuana seeds from Advanced Seeds is a must. Shop for AUTO Zerealz Milk at Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,75-90 cm,,,,FALSE,html/cdbd5baaf061ffce.html,,2026-01-14T10:40:02.259745,,https://www.cannabis-seeds-bank.co.uk/advanced-seeds-auto-zerealz-milk/prod_9199,,,,26,26,26,,,,,,90,,,,,,,,advanced,,Advanced,advanced,TRUE,,,Auto Zerealz Milk,Auto Zerealz Milk,,,Auto Zerealz Milk,Unknown,0,,,FALSE,FALSE
53b28107-8da4-46ad-a81a-8c63876eca19,attitude,Advanced,,,,,,,,,Our fantastic range of feminised marijuana seeds from Advanced Seeds is a must. Shop for Zerealz Milk cananbis seeds at Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,80-100 cm,,,,FALSE,html/d2a62d0c1274b79c.html,,2026-01-14T10:40:02.541409,,https://www.cannabis-seeds-bank.co.uk/advanced-seeds-zerealz-milk/prod_9202,,,,28,28,28,,,500-550 gr/m2,,,100,,550,,,,,,advanced,,Advanced,advanced,FALSE,,,Zerealz Milk,Zerealz Milk,,,Zerealz Milk,Unknown,0,,,FALSE,FALSE
42f488c1-cf2b-4750-9351-b190b0352607,attitude,The Plug,,,,,,,,,Top picks for best cannabis seeds breeders at the Attitude Seedbank UK. Shop for Zerbert Smoothie Cannabis Seeds by The Plug Seedbank.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/9f46ef5f20548e52.html,,2026-01-14T10:40:02.759958,,https://www.cannabis-seeds-bank.co.uk/the-plug-seedbank-zerbert-smoothie/prod_8899,,,,,,,,,,,,,,,,,,,,the plug,,The Plug,theplug,FALSE,,,Zerbert Smoothie,Zerbert Smoothie,,,Zerbert Smoothie,Unknown,0,,,FALSE,FALSE
421bbc3c-d91f-477d-a610-c380427640dd,attitude,Eleven Thirty Genetics Zerbert,,,0.1,,,,,,"Meet Zerbert (Auto), an indica-dominant powerhouse that blends some of the most iconic genetics in modern cannabis: Gelato 41 x Grape Kush x Zkittlez x Ruderalis. This auto-flowering strain is your go-to for bold flavour, balanced effects, and reliable performance indoors or outdoors.",,,,,,,,Zerbert Auto | Attitude Seedbank UK,,,,,FALSE,html/e1a78a3b61fe6239.html,,2026-01-14T10:40:02.982483,,https://www.cannabis-seeds-bank.co.uk/eleven-thirty-genetics-zerbert-auto/prod_9762,,,,19,19,19,,,,,,,,,,,,,,eleven thirty genetics zerbert,,Eleven Thirty Genetics Zerbert,eleventhirtygeneticszerbert,TRUE,,,Zerbert Auto,Zerbert Auto,,,Zerbert Auto,Unknown,0,,,FALSE,FALSE
dad691b7-e01f-4d36-ab22-f1ea11752a60,attitude,Eleven Thirty Genetics Zerbert,,,0.1,,,,,,"Discover Zerbert cannabis seeds by Eleven Thirty Genetics Ã¢ÂÂ an indica-dominant hybrid with Gelato 41, Grape Kush, and Zkittlez lineage. Bursting with grape cream and candy-sweet terps.
",,,,,,,,| Flavor-Packed Indica Hybrid,,,,,FALSE,html/2da174fe2928a065.html,,2026-01-14T10:40:03.194596,,https://www.cannabis-seeds-bank.co.uk/eleven-thirty-genetics-zerbert/prod_9761,,,,20,20,20,,,,,,,,,,,,,,eleven thirty genetics zerbert,,Eleven Thirty Genetics Zerbert,eleventhirtygeneticszerbert,FALSE,,,Zerbert,Zerbert,,,Zerbert,Unknown,0,,,FALSE,FALSE
552cf0ad-33d2-45c4-b7da-1c0c0437f96f,attitude,Grounded Genetics Zerberry,,,,,,,,,High-grade cannabis seeds for sale at the Attitude Seedbank UK. Shop for Zerberry  Cannabis Seeds By Grounded Genetics. Secure shopping & fast checkout.,,,,,,,,Zerberry | Attitude Seedbank UK,,,,,FALSE,html/b86a154c2f3d72f5.html,,2026-01-14T10:40:03.400409,,https://www.cannabis-seeds-bank.co.uk/grounded-genetics-zerberry/prod_8630,,,,,,,,,,,,,,,,,,,,grounded genetics zerberry,,Grounded Genetics Zerberry,groundedgeneticszerberry,FALSE,,,Zerberry,Zerberry,,,Zerberry,Unknown,0,,,FALSE,FALSE
c420d4f3-fdd3-4fd5-a0bf-55ca13d60566,attitude,Ministry of,,,,,,,,,Ministry of Cannabis Zensation is now available to buy at the Attitude Seed Bank. These great souvenirs can be purchased online or over the phone. We also offer worldwide guaranteed shipping and excellent offers and discounts.,,Sativa,,,,,,Cannabiogen Seeds,,,,25,FALSE,html/97a55de88c0024a6.html,75,2026-01-14T10:40:03.628230,,https://www.cannabis-seeds-bank.co.uk/ministry-of-cannabis-zensation/prod_2410,,,22,,24,20,20-24%,,,,,,,,,,,,,ministry of,,Ministry of,ministryof,FALSE,,,Zensation,Zensation,,,Zensation,Unknown,0,,,FALSE,FALSE
43ebbb58-92e4-45e1-a26d-4aad4bf1996f,attitude,The World's Largest,,,,,,,,,Zendu Kush Seeds by T H Seeds x Massive Creations Seeds are now for sale at the Attitude. Check out their entire cannabis seed range today!,,Sativa,,,,,,Cannabiogen Seeds,,,,40,FALSE,html/62bc8220528152bf.html,60,2026-01-14T10:40:03.837673,,https://www.cannabis-seeds-bank.co.uk/t-h-seeds-x-massive-creations-seeds-zendu-kush/prod_6778,,,,,,,,,,,,,,,,,,,,the world's largest,,The World's Largest,theworldslargest,FALSE,,,T H Seeds X Massive Creations Seeds Zendu Kush,T H Seeds X Massive Creations Seeds Zendu Kush,,,T H Seeds X Massive Creations Seeds Zendu Kush,Unknown,0,,,FALSE,FALSE
4ec204db-1539-4867-833d-8d7b9c2960fa,attitude,The World's Largest,,,,,,,,,CBD Seeds Zen is now in stock at the Attitude Seedbank. and we offer fantastic worldwide guaranteed shipping options.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/c5954d35a1516deb.html,,2026-01-14T10:40:04.126793,,https://www.cannabis-seeds-bank.co.uk/cbd-seeds-zen/prod_2251,,,,,,,,,,,,,,,,,,,,the world's largest,,The World's Largest,theworldslargest,FALSE,,,Zen,Zen,,,Zen,Unknown,0,,,FALSE,FALSE
66e7cd45-0dcf-4abe-808e-e09cb113365f,attitude,Conscious Genetics Zapplez 2.0,,,,,,,,,"Discover the range of Conscious Genetics. Buy online Zapplez 2.0 cannabis seeds at the Attitude Seedbank UK.
",,,,,,,,Zapplez 2,,,,,FALSE,html/f523f6debf91b615.html,,2026-01-14T10:40:04.351306,,https://www.cannabis-seeds-bank.co.uk/conscious-genetics-zapplez-2-0/prod_8770,,,,,,,,,,,,,,,,,,,,conscious genetics zapplez 2.0,,Conscious Genetics Zapplez 2.0,consciousgeneticszapplez20,FALSE,,,Zapplez 2 0,Zapplez 2 0,,,Zapplez 2 0,Unknown,0,,,FALSE,FALSE
ed47ad7c-f012-4082-86af-601ffad95ac6,attitude,Conscious Genetics Zapplez,,,,,,,,,"Discover the range of Conscious Genetics. Buy online Zapplez cannabis seeds at the Attitude Seedbank UK.
",,,,,,,,Zapplez | Attitude Seedbank UK,,,,,FALSE,html/89b022362cc47183.html,,2026-01-14T10:40:04.561140,,https://www.cannabis-seeds-bank.co.uk/conscious-genetics-zapplez/prod_8045,,,,,,,,,,,,,,,,,,,,conscious genetics zapplez,,Conscious Genetics Zapplez,consciousgeneticszapplez,FALSE,,,Zapplez,Zapplez,,,Zapplez,Unknown,0,,,FALSE,FALSE
bcd99c46-0eaa-42ba-97fc-fa00f1092751,attitude,Conscious Genetics Zapplewoodz,,,,,,,,,"Discover the range of Conscious Genetics. Buy online Zapplewoodz cannabis seeds at the Attitude Seedbank UK.
",,,,,,,,Zapplewoodz | Attitude Seedbank UK,,,,,FALSE,html/4ab5ccf4fa66b6e8.html,,2026-01-14T10:40:05.446884,,https://www.cannabis-seeds-bank.co.uk/conscious-genetics-zapplewoodz/prod_8771,,,,,,,,,,,,,,,,,,,,conscious genetics zapplewoodz,,Conscious Genetics Zapplewoodz,consciousgeneticszapplewoodz,FALSE,,,Zapplewoodz,Zapplewoodz,,,Zapplewoodz,Unknown,0,,,FALSE,FALSE
8988348e-f73d-45b6-bd85-13adf96ad57d,attitude,Wizard Trees Genetics Zangria Funk,,,,,,,,,Ideal for those seeking an unforgettable and enjoyable experience. Shop Zangria Funk Cannabis Seeds by Wizard Trees at Attitude Seedbank UK.,,,,,,,,Zangria Funk | Attitude Seedbank UK,,,,,FALSE,html/6d308b16d2234314.html,,2026-01-14T10:40:05.735775,,https://www.cannabis-seeds-bank.co.uk/wizard-trees-genetics-zangria-funk/prod_9430,,,,,,,,,,,,,,,,,,,,wizard trees genetics zangria funk,,Wizard Trees Genetics Zangria Funk,wizardtreesgeneticszangriafunk,FALSE,,,Zangria Funk,Zangria Funk,,,Zangria Funk,Unknown,0,,,FALSE,FALSE
e1c89146-32a3-4dbc-9149-2fee427d4803,attitude,Wizard Trees Genetics Zangria S1,,,,,,,,,Ideal for those seeking an unforgettable and enjoyable experience. Shop Zangria S1 Cannabis Seeds by Wizard Trees at Attitude Seedbank UK.,,,,,,,,Zangria S1 | Attitude Seedbank UK,,,,,FALSE,html/65cf179e8e9950f9.html,,2026-01-14T10:40:05.945644,,https://www.cannabis-seeds-bank.co.uk/wizard-trees-genetics-zangria-s1/prod_9428,,,,,,,,,,,,,,,,,,,,wizard trees genetics zangria s1,,Wizard Trees Genetics Zangria S1,wizardtreesgeneticszangrias1,FALSE,,,Zangria S1,Zangria,S1,,Zangria S1,Unknown,0,,,FALSE,FALSE
32c4de5a-51a6-4e3c-a147-381baa2801a1,attitude,Tropical,,,,,,,,,The Attitude Seedbank offers discreet and secure worldwide shipping of premium quality cannabis seeds souvenirs from Tropical Seeds range. Shop with us for regular Zambian at low prices. For more details visit our website.,,,,spicy,,,,Cannabiogen Seeds,,,,,FALSE,html/90bac3d05bc34b0e.html,,2026-01-14T10:40:06.175448,,https://www.cannabis-seeds-bank.co.uk/tropical-seeds-zambian/prod_4257,,,,,,,,,,,,,,,,,,,,tropical,,Tropical,tropical,FALSE,,,Zambian,Zambian,,,Zambian,Unknown,0,,,FALSE,FALSE
5bb79d86-442b-405e-8ab0-0badf5948ba5,attitude,Symbiotic Genetics,,,,,,,,,,,,,,,,,Seeds Zamarelo | Attitude Seedbank UK,,,,,FALSE,html/cbb52cd2a84031d7.html,,2026-01-14T10:40:06.443477,,https://www.cannabis-seeds-bank.co.uk/symbiotic-genetics-seeds-zamarelo/prod_9597,,,,,,,,,,,,,,,,,,,,symbiotic genetics,,Symbiotic Genetics,symbioticgenetics,FALSE,,,Zamarelo,Zamarelo,,,Zamarelo,Unknown,0,,,FALSE,FALSE
b723ad97-f528-4a14-bcbe-0f9cfaa633e4,attitude,Night Owl,,,,,,,,,Shop for ZaMango Cannabis Seeds by Night Owl Seeds. Grab a pack of these fantastic autoflowering seeds today!,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/2b9cc87a15c2464f.html,,2026-01-14T10:40:06.634940,,https://www.cannabis-seeds-bank.co.uk/night-owl-seeds-zamango/prod_8168,,,,,,,,,,,,,,,,,,,,night owl,,Night Owl,nightowl,FALSE,,,Zamango,Zamango,,,Zamango,Unknown,0,,,FALSE,FALSE
23a20a61-ac30-4ca1-b352-44a3395ffbda,attitude,Tropical,,,,,,,,,"Zamalmystik from Tropical Seeds is now in stock at The Attitude Seedbank - best online store with widest collection of marijuana seeds available in the UK. We offer discreet, secure and quick worldwide shipping.",,Sativa,,,,,,Cannabiogen Seeds,,,,35,FALSE,html/41f15219dbbda55a.html,65,2026-01-14T10:40:06.898275,,https://www.cannabis-seeds-bank.co.uk/tropical-seeds-zamalmystik/prod_4256,,,,,,,,,,,,,,,,,,,,tropical,,Tropical,tropical,FALSE,,,Zamalmystik,Zamalmystik,,,Zamalmystik,Unknown,0,,,FALSE,FALSE
67c7f648-de85-4234-98f4-847ec4b09139,attitude,The World's Largest,,,0.06,,,,,,"Zamaldelica x Kali China Cannabis Seeds by Ace Seeds is now in stock. All the very best seedbanks at the Attitude Seedbank, browse and buy today.",,Sativa,,,,,,Cannabiogen Seeds,,,,40,FALSE,html/06ac1d551758290b.html,60,2026-01-14T10:40:07.128303,,https://www.cannabis-seeds-bank.co.uk/ace-seeds-zamaldelica-x-kali-china/prod_7237,,,,21,21,21,,,,,,,,,,,,,,the world's largest,,The World's Largest,theworldslargest,FALSE,,,Zamaldelica X Kali China,Zamaldelica X Kali China,,,Zamaldelica X Kali China,Unknown,0,,,FALSE,FALSE
eedcf69a-f503-4236-a11d-de0b249146c0,attitude,The World's Largest,,,,,,,,,Attitude Seedbank - the only destination for the best in cannabis seeds. Buy online Zamaldelica Auto Cannabis Seeds by Ace Seeds.,,Sativa,,,,,,Cannabiogen Seeds,,,,25,FALSE,html/816bdd23617c8388.html,75,2026-01-14T10:40:07.365823,,https://www.cannabis-seeds-bank.co.uk/ace-seeds-zamaldelica-auto/prod_7236,,,13.5,,16,11,11-16%,,,,,,,,,,,,,the world's largest,,The World's Largest,theworldslargest,TRUE,,,Zamaldelica Auto,Zamaldelica Auto,,,Zamaldelica Auto,Unknown,0,,,FALSE,FALSE
4e5b3bcf-0981-4848-8943-24f02f6bfcb9,attitude,Zamaldelica Cannabis Seeds,,Buy Ace Seeds,0.4,,,,,,Cannabis seeds from top seed banks like Ace Seeds. Shop for Ace Seeds Zamaldelica. Now in stock at the Attitude Seed Bank.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/e7ab71bb66e2a93c.html,,2026-01-14T10:40:07.560982,,https://www.cannabis-seeds-bank.co.uk/ace-seeds-zamaldelica/prod_2909,,,22,,27,17,17-27%,,,,,,,,,,,,,zamaldelica cannabis seeds,,Zamaldelica Cannabis Seeds,zamaldelicacannabisseeds,FALSE,,,Zamaldelica,Zamaldelica,,,Zamaldelica,Unknown,0,,,FALSE,FALSE
bcb0c38d-8907-41d2-9e89-9e3de29e97fd,attitude,DNA Genetics,,,,,,,,,Buy Zallah Bread from DNA Genetics online from The Attitude Seedbank. Check out their entire cannabis seed range today!,,,,,,,,Seeds Zallah Bread | Attitude Seedbank UK,,,,,FALSE,html/6675940017e31fff.html,,2026-01-14T10:40:07.762950,,https://www.cannabis-seeds-bank.co.uk/dna-genetics-seeds-zallah-bread/prod_8687,,,,,,,,,,,,,,,,,,,,dna genetics,,DNA Genetics,dnagenetics,FALSE,,,Zallah Bread,Zallah Bread,,,Zallah Bread,Unknown,0,,,FALSE,FALSE
8ce4cc50-92e3-4371-a636-53970d81ecb6,attitude,Ripper,,,,,,,,,Shop over the phone or online at Attitude Seedbank UK. We offer the best promotion and fast delivery.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/cdd9a16e8a8f2591.html,,2026-01-14T10:40:08.066173,,https://www.cannabis-seeds-bank.co.uk/ripper-seeds-zake/prod_8815,,,,,,,,,,,,,,,,,,,,ripper,,Ripper,ripper,FALSE,,,Zake,Zake,,,Zake,Unknown,0,,,FALSE,FALSE
d91f073d-6b89-469f-b7f6-7fe06b26197b,attitude,Perfect Tree,,,,,,,,,Zai Zai Female Cannabis Seeds by Perfect Tree Seeds. are now in stock. Check out their entire cannabis seed range today! Buy online at the Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/236744abb92acf0e.html,,2026-01-14T10:40:08.334512,,https://www.cannabis-seeds-bank.co.uk/perfect-tree-seeds-zai-zai-jet-a-line-fem/prod_7624,,,,,,,,,,,,,,,,,,,,perfect tree,,Perfect Tree,perfecttree,FALSE,,,Zai Zai Jet A Line Fem,Zai Zai Jet A Line Fem,,,Zai Zai Jet A Line Fem,Unknown,0,,,FALSE,FALSE
84ff4067-6fb2-4f6d-be6b-eb770bb4b630,attitude,Perfect Tree,,,,,,,,,Attitude Seedbank stocks the best selection of top quality marijuana seeds. Buy online Zai Zai Seeds by Perfect Tree.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/740a08faa6a75e7e.html,,2026-01-14T10:40:08.529127,,https://www.cannabis-seeds-bank.co.uk/perfect-tree-seeds-zai-zai/prod_7455,,,,,,,,,,,,,,,,,,,,perfect tree,,Perfect Tree,perfecttree,FALSE,,,Zai Zai,Zai Zai,,,Zai Zai,Unknown,0,,,FALSE,FALSE
19204095-a02c-4add-9e98-f6a22e47a5cc,attitude,Perfect Tree,,,,,,,,,"This strain not only delivers an outstanding flavour and aroma but also stands out as a rewarding and high-yielding cultivar, perfect for growers looking for top-tier genetics with an unforgettable smoking experience.",,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/b039bee2b7951bbe.html,,2026-01-14T10:40:08.746396,,https://www.cannabis-seeds-bank.co.uk/perfect-tree-seeds-zahemi-zaizai-line-reg/prod_9561,,,,,,,,,,,,,,,,,,,,perfect tree,,Perfect Tree,perfecttree,FALSE,,,Zahemi Zaizai Line Reg,Zahemi Zaizai Line Reg,,,Zahemi Zaizai Line Reg,Unknown,0,,,FALSE,FALSE
6ffc6e62-acce-4b63-af64-00486049d33e,attitude,Terp Hogz Genetics (Plantinum,,,,,,,,,Z3 Regular Cannabis Seeds by Terp Hogz Genetics (Plantinum Seeds) are now in stock Don't miss another release and sign up for up to date info and monthly promotions and discounts.,,Sativa,,,,,,(Plantinum Seeds),,,,20,FALSE,html/c61f99888f3cab38.html,80,2026-01-14T10:40:08.948847,,https://www.cannabis-seeds-bank.co.uk/terp-hogz-genetics-plantinum-seeds-z3/prod_6094,,,,,,,,,,,,,,,,,,,,terp hogz genetics (plantinum,,Terp Hogz Genetics (Plantinum,terphogzgeneticsplantinum,FALSE,,,Genetics Plantinum Seeds Z3,Genetics Plantinum Seeds Z3,,,Genetics Plantinum Seeds Z3,Unknown,0,,,FALSE,FALSE
2a2ff4d2-9f98-4387-8f29-e0aee2a79fb3,attitude,Exotic,,,,,,,,,At Attitude Seedbank you'll find a great range of feminised cannabis seeds. New Exotic seeds are now in stock. Buy online Z & Z seeds.,,Sativa,,spicy,,,,Cannabiogen Seeds,,,,40,FALSE,html/a4886cd04ee94e31.html,60,2026-01-14T10:40:09.143053,,https://www.cannabis-seeds-bank.co.uk/exotic-seed-zandz/prod_6034,,,,,,,,,,,,,,,,,,,,exotic,,Exotic,exotic,FALSE,,,Zandz,Zandz,,,Zandz,Unknown,0,,,FALSE,FALSE
f41bf526-ab3d-473d-ad01-7586139acb98,attitude,Positronics,,,,,,,,,Z Valley is a fantastic cannabis strain from Positronics which is currently available to buy online at the Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,,,,,FALSE,html/d497b427be0e0153.html,,2026-01-14T10:40:09.348601,,https://www.cannabis-seeds-bank.co.uk/positronics-seeds-z-valley/prod_7268,,,,,,,,,,,,,,,,,,,,positronics,,Positronics,positronics,FALSE,,,Z Valley,Z Valley,,,Z Valley,Unknown,0,,,FALSE,FALSE
68e679fd-23a5-4c3d-a129-03c1d55e7468,attitude,Grounded Genetics Z Pointer,,,,,,,,,Original Z Pointer feminised marijuana seeds by Grounded Genetics are now for sale. Place your order today and make sure to check out our promo section.,,,,,,,,Z Pointer | Attitude Seedbank UK,,,,,FALSE,html/175bd4b968be2306.html,,2026-01-14T10:40:09.593658,,https://www.cannabis-seeds-bank.co.uk/grounded-genetics-z-pointer/prod_8059,,,,,,,,,,,,,,,,,,,,grounded genetics z pointer,,Grounded Genetics Z Pointer,groundedgeneticszpointer,FALSE,,,Z Pointer,Z Pointer,,,Z Pointer,Unknown,0,,,FALSE,FALSE
70ace228-6fd0-4c31-90f5-3f0c736dbf42,attitude,Wizard Trees Genetics Z Nerdz,,,,,,,,,"Explore Z Nerdz by Wizard Trees Genetics at Attitude Seedbank UK Ã¢ÂÂ a sweet, terp-heavy strain with powerful effects, exotic appeal, and premium-quality cannabis genetics.",,,,,,,,Z Nerdz | Attitude Seedbank UK,,,,,FALSE,html/a566f5d90c55c9a5.html,,2026-01-14T10:40:09.792921,,https://www.cannabis-seeds-bank.co.uk/wizard-trees-genetics-z-nerdz/prod_9823,,,,25,25,25,,,,,,,,,,,,,,wizard trees genetics z nerdz,,Wizard Trees Genetics Z Nerdz,wizardtreesgeneticsznerdz,FALSE,,,Z Nerdz,Z Nerdz,,,Z Nerdz,Unknown,0,,,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battle Axe,Ethos Genetics,100,Extracted breeder from URL.,Strain: nan -> Battle Axe; Breeder: Ethos Genetics -> Ethos Genetics,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banjerine,Atlas Seeds,100,Extracted breeder from URL.,Strain: nan -> Banjerine; Breeder: Atlas Seeds -> Atlas Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banjerine,Atlas Seeds,100,Extracted breeder from URL.,Strain: nan -> Banjerine; Breeder: Atlas Seeds -> Atlas Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Bang Reloaded,Genetix Matter,100,Extracted breeder from URL.,Strain: nan -> Automatic Bang Reloaded; Breeder: Genetix Matter -> Genetix Matter,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bananacane,In House Genetics,100,Extracted breeder from URL.,Strain: nan -> Bananacane; Breeder: In House Genetics -> In House Genetics,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Punch,Barney's Farm,100,Extracted breeder from URL.,Strain: nan -> Banana Punch; Breeder: Barney's Farm -> Barney's Farm,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Punch,Canuk Seeds,100,Extracted breeder from URL.,Strain: nan -> Banana Punch; Breeder: Canuk Seeds -> Canuk Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Og Humboldt 2,Humboldt Seed Co,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Banana Og Humboldt 2; Breeder: Humboldt Seed Co -> Humboldt Seed Co,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Og Humboldt,Humboldt Seed Co,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Banana Og Humboldt; Breeder: Humboldt Seed Co -> Humboldt Seed Co,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Melt,Humboldt Seed Co,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Banana Melt; Breeder: Humboldt Seed Co -> Humboldt Seed Co,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Kush,Canuk Seeds,100,Extracted breeder from URL.,Strain: nan -> Banana Kush; Breeder: Canuk Seeds -> Canuk Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Jealousy Rf3,Ethos Genetics,100,Extracted breeder from URL.,Strain: nan -> Banana Jealousy Rf3; Breeder: Ethos Genetics -> Ethos Genetics,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Daddy,Ethos Genetics,100,Extracted breeder from URL.,Strain: nan -> Banana Daddy; Breeder: Ethos Genetics -> Ethos Genetics,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Cream Sundae,Atlas Seeds,100,Extracted breeder from URL.,Strain: nan -> Banana Cream Sundae; Breeder: Atlas Seeds -> Atlas Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banana Blast,Multiverse Genetics,100,Extracted breeder from URL.,Strain: nan -> Banana Blast; Breeder: Multiverse Genetics -> Multiverse Genetics,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badazz Cookies Og,Seedsman,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Badazz Cookies Og; Breeder: Seedsman -> Seedsman,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back To The Future 2,Tastebudz,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Back To The Future 2; Breeder: Tastebudz -> Tastebudz,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back To The Future 2,Tastebudz,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Back To The Future 2; Breeder: Tastebudz -> Tastebudz,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayahuasca Purple Elite,Canuk Seeds,100,Extracted breeder from URL.,Strain: nan -> Ayahuasca Purple Elite; Breeder: Canuk Seeds -> Canuk Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayahuasca Purple,Barney's Farm,100,Extracted breeder from URL.,Strain: nan -> Ayahuasca Purple; Breeder: Barney's Farm -> Barney's Farm,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arraku Mango,Trident Seeds,100,"Extracted breeder from URL, cleaned strain name.",Strain: nan -> Arraku Mango; Breeder: Trident Seeds -> Trident Seeds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apricot,Fast Buds,100,Extracted breeder from URL.,Strain: nan -> Apricot; Breeder: Fast Buds -> Fast Buds,,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applenaut,Multiverse Genetics,100,Extracted breeder from URL.,Strain: nan -> Applenaut; Breeder: Multiverse Genetics -> Multiverse Genetics,,TRUE
